,Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
15593,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,1.15,
15594,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2013,66,
15595,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013,0.39,
15596,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2013,363,
15597,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013,2.18,
15598,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,429,
15599,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,1.27,
15600,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2013,165,IPFM - Intimate partner or family member
15601,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2013,0.49,IPFM - Intimate partner or family member
15602,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2013,80,IP - Intimate partner
15603,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2013,0.24,IP - Intimate partner
15604,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2013,102,IPFM - Intimate partner or family member
15605,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2013,0.61,IPFM - Intimate partner or family member
15606,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2013,46,IP - Intimate partner
15607,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2013,0.28,IP - Intimate partner
15608,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,63,IPFM - Intimate partner or family member
15609,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2013,0.37,IPFM - Intimate partner or family member
15610,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,34,IP - Intimate partner
15611,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2013,0.2,IP - Intimate partner
15612,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2014,59,
15613,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2014,0.34,
15614,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2014,296,
15615,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014,1.75,
15616,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2014,355,
15617,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2014,1.04,
15618,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2015,97,
15619,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015,0.55,
15620,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2015,334,
15621,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015,1.95,
15622,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,431,
15623,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,1.24,
15624,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2015,190,IPFM - Intimate partner or family member
15625,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2015,0.55,IPFM - Intimate partner or family member
15626,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2015,95,IP - Intimate partner
15627,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2015,0.27,IP - Intimate partner
15628,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2015,111,IPFM - Intimate partner or family member
15629,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2015,0.65,IPFM - Intimate partner or family member
15630,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2015,43,IP - Intimate partner
15631,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2015,0.25,IP - Intimate partner
15632,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,79,IPFM - Intimate partner or family member
15633,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2015,0.45,IPFM - Intimate partner or family member
15634,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,52,IP - Intimate partner
15635,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2015,0.3,IP - Intimate partner
15636,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2016,105,
15637,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016,0.59,
15638,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2016,489,
15639,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016,2.81,
15640,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,594,
15641,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,1.69,
15642,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2016,84,IPFM - Intimate partner or family member
15643,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2016,0.24,IPFM - Intimate partner or family member
15644,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2016,51,IPFM - Intimate partner or family member
15645,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2016,0.29,IPFM - Intimate partner or family member
15646,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,33,IPFM - Intimate partner or family member
15647,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2016,0.19,IPFM - Intimate partner or family member
15648,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2016,40,IP - Intimate partner
15649,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2016,0.11,IP - Intimate partner
15650,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2016,24,IP - Intimate partner
15651,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2016,0.14,IP - Intimate partner
15652,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,16,IP - Intimate partner
15653,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2016,0.09,IP - Intimate partner
15654,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2017,113,
15655,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2017,0.63,
15656,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2017,648,
15657,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2017,3.67,
15658,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,Count,2017,761,
15659,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2017,2.14,
15660,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2017,186,IPFM - Intimate partner or family member
15661,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2017,0.52,IPFM - Intimate partner or family member
15662,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2017,105,IPFM - Intimate partner or family member
15663,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2017,0.6,IPFM - Intimate partner or family member
15664,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,81,IPFM - Intimate partner or family member
15665,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2017,0.45,IPFM - Intimate partner or family member
15666,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2017,66,IP - Intimate partner
15667,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2017,0.19,IP - Intimate partner
15668,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2017,22,IP - Intimate partner
15669,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2017,0.12,IP - Intimate partner
15670,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,44,IP - Intimate partner
15671,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2017,0.25,IP - Intimate partner
15672,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2018,70,
15673,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2018,0.39,
15674,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2018,440,
15675,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2018,2.46,
15676,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,Count,2018,510,
15677,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2018,1.42,
15678,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2018,121,IPFM - Intimate partner or family member
15679,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2018,0.34,IPFM - Intimate partner or family member
15680,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2018,74,IPFM - Intimate partner or family member
15681,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2018,0.41,IPFM - Intimate partner or family member
15682,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2018,47,IPFM - Intimate partner or family member
15683,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2018,0.26,IPFM - Intimate partner or family member
15684,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2018,48,IP - Intimate partner
15685,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2018,0.13,IP - Intimate partner
15686,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2018,24,IP - Intimate partner
15687,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2018,0.13,IP - Intimate partner
15688,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,24,IP - Intimate partner
15689,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2018,0.13,IP - Intimate partner
15690,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2019,171,IPFM - Intimate partner or family member
15691,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2019,0.47,IPFM - Intimate partner or family member
15692,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2019,109,IPFM - Intimate partner or family member
15693,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2019,0.6,IPFM - Intimate partner or family member
15694,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2019,62,IPFM - Intimate partner or family member
15695,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2019,0.34,IPFM - Intimate partner or family member
15696,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2019,68,IP - Intimate partner
15697,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2019,0.19,IP - Intimate partner
15698,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2019,42,IP - Intimate partner
15699,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2019,0.23,IP - Intimate partner
15700,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,26,IP - Intimate partner
15701,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2019,0.14,IP - Intimate partner
15702,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,Count,2019,117,
15703,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2019,0.64,
15704,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,Count,2019,510,
15705,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2019,2.82,
15706,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,Count,2019,627,
15707,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2019,1.72,
15708,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,Covid-19,Count,2020,39,IP - Intimate partner
15709,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,Covid-19,"Rate per  100,000 population",2020,0.21,IP - Intimate partner
15710,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,Covid-19,Count,2020,20,IP - Intimate partner
15711,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,Covid-19,"Rate per  100,000 population",2020,0.11,IP - Intimate partner
15712,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,Covid-19,Count,2020,59,IP - Intimate partner
15713,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,Covid-19,"Rate per  100,000 population",2020,0.16,IP - Intimate partner
15714,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),Covid-19,Count,2020,487,
15715,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Total (all ages),Covid-19,"Rate per  100,000 population",2020,1.32,
15716,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,Covid-19,Count,2020,401,
15717,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Male,Covid-19,"Rate per  100,000 population",2020,2.19,
15718,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,Covid-19,Count,2020,86,
15719,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims,-,Female,Covid-19,"Rate per  100,000 population",2020,0.46,
15720,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,Covid-19,Count,2020,154,IPFM - Intimate partner or family member
15721,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,Covid-19,"Rate per  100,000 population",2020,0.42,IPFM - Intimate partner or family member
15722,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,Covid-19,Count,2020,101,IPFM - Intimate partner or family member
15723,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,Covid-19,"Rate per  100,000 population",2020,0.55,IPFM - Intimate partner or family member
15724,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,Covid-19,Count,2020,53,IPFM - Intimate partner or family member
15725,Africa,Northern Africa,Morocco,MAR,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,Covid-19,"Rate per  100,000 population",2020,0.29,IPFM - Intimate partner or family member
15726,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2001,"1,",
15727,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2001,6.04,
15728,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2002,1040,
15729,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2002,5.54,
15730,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2003,1044,
15731,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2003,5.4,
15732,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2004,1130,
15733,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2004,5.68,
15734,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2005,1089,
15735,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2005,5.31,
15736,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2006,894,
15737,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2006,4.24,
15738,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2007,849,
15739,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2007,3.92,
15740,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2008,995,
15741,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2008,4.47,
15742,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2009,823,
15743,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2009,3.59,
15744,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,Count,2010,875,
15745,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),WHO,"Rate per  100,000 population",2010,3.72,
15746,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),SDG,Count,2011,849,
15747,Africa,Sub-Saharan Africa,Mozambique,MOZ,Homicide: # of victims,-,Total (all ages),SDG,"Rate per  100,000 population",2011,3.51,
15748,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,1990,2046,
15749,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",1990,4.95,
15750,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,1995,1613,
15751,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",1995,3.67,
15752,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2000,1041,
15753,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2000,2.23,
15754,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2001,916,
15755,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2001,1.94,
15756,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2002,814,
15757,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2002,1.71,
15758,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2003,764,
15759,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2003,1.59,
15760,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2004,743,
15761,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2004,1.53,
15762,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2005,676,
15763,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2005,1.38,
15764,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2006,777,
15765,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2006,1.58,
15766,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2007,749,
15767,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2007,1.51,
15768,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,Count,2008,791,
15769,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2008,1.58,
15770,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Female,CTS,Count,2009,131,
15771,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2009,0.5,
15772,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Male,CTS,Count,2009,748,
15773,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2009,3.09,
15774,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),CTS,Count,2009,879,
15775,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2009,1.75,
15776,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Female,CTS,Count,2010,151,
15777,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010,0.58,
15778,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Male,CTS,Count,2010,650,
15779,Asia,South-eastern Asia,Myanmar,MMR,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010,2.66,
